timetocompletesurvey,Pseudonym,Geschlecht,Alter,Familienstand,Kinder,AnzahlKinder,keins,ImChoraktiv,PrivaterMusikunterricht,Stdgehört7TageHerkömmli,Stdgehört7TagePhysische,Stdgehört7TageAufIhren,Stdgehört7TageKostenlos,Stdgehört7Tagekostenpfl,Stdgehört7TageOnlineRa,Stdgehört7TageLiveMusi,WennichMusikhöremacheichni,AktiveSuchenachneuerMusik,Musikistmirimmeretwaswert,CDAlbenAusgaben30Tage,CDSinglesAusgaben30Tage,MusikDVDsBluRaysAusgaben3,VinylAlbenAusgaben30Tage,KostenpflichtigedigitaleAlbum,KostenpflichtigedigitaleTrack,DigitaleMusikAboServicesPau,SonstigedigitaleMusikAboServ,Warumamhäufigstengekauft,datetimeofsurveystart,dateoflastaccess,panel,Bildung,Beschäftigung,Haushaltseinkommen,No_Mainstream_7Likert,KonzerteLiveMusikEventsAus,FestivalsLiveMusikEventsAu,ClubKonzerteLiveMusikEvents,DeluxeBoxenMusikproduktMer,Livestream_WTP
683,3484158611920,weiblich,37,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,0,0,0,0,0,0,0,2,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,3,0,0,0,0,0
1635,3431653915440,männlich,39,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,0,0,0,0,4,7,0,2,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Fachhochschulreife,Angestellte/r,2.501 Euro bis 3.000 Euro,6,0,0,0,0,0
504,3294504019680,weiblich,34,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,0,0,0,5,0,0,0,2,Ja,4,0,0,0,0,0,0,0,0,Sonstiges,,,5,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,5,0,0,0,0,0
1173,3776699827600,männlich,66,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,35,0,0,0,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Master / Diplom / Magister / Staatsexamen,Sonstiges,1.001 Euro bis 1.500 Euro,4,0,0,0,0,10
994,3665693587920,weiblich,48,allein lebend,nein,,quoted,Nein,Nein,22,2,0,1,0,0,0,3,Nein,4,0,0,0,0,0,0,0,0,Atmosphäre,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,5
1454,3345289259840,männlich,54,allein lebend,ja,2,quoted,Nein,Nein,0,0,0,0,10,30,0,2,Ja,5,0,0,0,0,0,0,15,0,Atmosphäre,,,5,Abitur,Angestellte/r,4.001 Euro bis 4.500 Euro,4,0,0,0,0,0
569,3570317259840,weiblich,30,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,3,0,0,0,2,0,0,3,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,0
1146,3536670515760,männlich,39,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,50,0,6,1,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,Soundqualität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,3.001 Euro bis 3.500 Euro,7,0,0,0,0,0
763,3756349499200,männlich,42,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,12,0,2,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,Sonstiges,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.501 Euro bis 4.000 Euro,7,0,0,0,0,0
1332,3499349803760,männlich,59,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,6,1,1,0,3,6,1,2,Ja,6,0,0,5,0,1,0,15,0,Gewohnheit,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,mehr als 5.000 Euro,5,0,0,0,0,2
1243,3581613083680,männlich,55,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Ja,Nein,20,30,15,20,10,20,0,5,Ja,6,10,0,0,20,0,0,0,0,Atmosphäre,,,5,Hauptschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,10
1718,3339673651760,weiblich,58,allein lebend UND in einer festen Partnerschaft,ja,1,quoted,Nein,Ja,6,2,0,0,0,0,0,1,Nein,5,5,0,0,0,0,0,0,0,Flexibilität,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.001 Euro bis 2.500 Euro,6,0,0,0,0,0
1522,3323694659920,weiblich,23,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Nein,48,0,0,0,10,0,0,1,Nein,5,0,0,0,0,0,0,4,0,ich kaufe keine Musik,,,5,Fachhochschulreife,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,5
778,3403787603360,männlich,43,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,20,0,4,0,6,0,0,1,Ja,7,0,0,0,0,60,0,17,0,Flexibilität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,4,0,0,0,0,0
1688,3616484723440,weiblich,58,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,0,0,0,0,0,0,3,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,2,0,0,0,0,20
644,3973848555200,männlich,19,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,2,1,0,0,5,0,0,1,Nein,5,0,0,0,0,0,0,15,0,Flexibilität,,,5,Abitur,Studierende/r,501 Euro bis 1.000 Euro,3,0,0,0,0,0
1395,3342359411440,männlich,60,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Nein,2,0,0,1,0,0,0,4,Ja,6,0,0,0,0,0,0,0,0,Soundqualität,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,0,0,0,10
618,3270926603920,männlich,42,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,25,0,1,0,0,0,0,2,Nein,6,0,0,0,0,0,0,0,0,Soundqualität,,,5,Fachhochschulreife,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,5
861,3585910811440,weiblich,63,allein lebend,ja,2,quoted,Nein,Ja,9,3,1,3,0,2,0,2,Nein,6,0,0,0,0,0,0,0,0,Sonstiges,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,10
602,3912388875520,weiblich,34,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,12,0,3,0,0,5,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Bachelor,Angestellte/r,mehr als 5.000 Euro,4,0,0,0,0,0
1179,3667575403760,männlich,56,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Ja,15,0,0,0,0,0,0,1,Nein,5,0,0,0,0,0,0,0,0,Sonstiges,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,0
1414,3810471787440,weiblich,57,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,0,0,0,0,0,0,1,Nein,2,0,0,0,0,0,0,0,0,Sonstiges,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,1,0,0,0,0,10
1179,3891518219360,weiblich,61,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,5,3,2,0,0,2,0,3,Nein,6,0,20,0,0,0,0,0,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,0
844,3426713851920,männlich,59,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,10,3,3,6,2,0,0,1,Ja,6,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Angestellte/r,mehr als 5.000 Euro,5,0,0,0,0,30
832,3563367635680,weiblich,26,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,0,0,0,1,0,0,3,Nein,1,0,0,0,0,0,0,10,0,ich kaufe keine Musik,,,5,Fachhochschulreife,Auszubildende/r,501 Euro bis 1.000 Euro,4,0,0,0,0,0
823,3536731091520,weiblich,40,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,2,0,0,0,0,0,0,4,Ja,2,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,3,0,0,0,0,50
868,3244365955200,männlich,25,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,3,0,0,0,0,50
563,3429592707440,männlich,58,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,15,0,0,0,0,0,0,2,Ja,2,0,0,0,0,0,0,0,0,Soundqualität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,3.501 Euro bis 4.000 Euro,5,0,0,0,0,0
611,3748760803600,weiblich,57,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,2,0,0,0,0,0,4,Nein,5,15,0,0,0,0,0,0,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,7,0,0,0,0,0
1077,3857423851360,männlich,47,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,24,3,8,0,0,12,0,4,Ja,4,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,2,0,0,0,0,10
2348,3242926963760,weiblich,51,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Ja,Ja,10,0,0,0,7,3,0,1,Ja,4,0,0,0,0,0,0,10,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,2.501 Euro bis 3.000 Euro,5,0,0,0,0,10
724,3500405811280,männlich,51,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,12,4,1,0,0,2,0,5,Ja,7,20,0,0,0,0,0,0,0,Soundqualität,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,4.001 Euro bis 4.500 Euro,4,0,0,0,0,10
671,4015875115760,weiblich,61,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Ja,10,0,0,0,0,0,0,1,Nein,7,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Selbständige/r,weniger als 500 Euro,4,0,0,0,0,0
2797,3726416371600,weiblich,54,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,4,1,0,0,0,0,2,1,Nein,1,0,0,0,0,0,0,0,0,Atmosphäre,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,4,37,0,0,0,0
1323,3570142675280,männlich,33,allein lebend UND in einer festen Partnerschaft,nein,,not quoted,Nein,Ja,8,1,0,0,0,2,0,4,Ja,5,20,0,0,0,0,0,0,0,Gewohnheit,,,5,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,5,0,0,0,0,0
2833,3916819171840,weiblich,31,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,7,0,0,0,0,0,0,3,Nein,5,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Fachhochschulreife,Selbständige/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,0
1503,3338670867200,männlich,61,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,3,0,3,0,0,0,0,2,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,,,5,Hauptschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,0,0,0,0
774,3585752435360,männlich,35,allein lebend,nein,,not quoted,Nein,Ja,2,0,2,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Master / Diplom / Magister / Staatsexamen,Selbständige/r,mehr als 5.000 Euro,3,0,0,0,0,0
590,3566538219600,weiblich,38,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,7,0,3,0,0,2,0,3,Nein,4,20,0,5,0,0,0,0,0,Gewohnheit,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,10
673,3665079475600,weiblich,63,allein lebend,ja,2,quoted,Nein,Nein,6,1,0,0,0,0,0,2,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Sonstiges,1.001 Euro bis 1.500 Euro,3,0,0,0,0,0
763,3728896107440,männlich,47,allein lebend,nein,,quoted,Nein,Ja,0,7,14,0,0,0,0,2,Ja,6,42,0,0,0,0,0,0,0,Sonstiges,,,5,Bachelor,Angestellte/r,501 Euro bis 1.000 Euro,7,0,0,0,0,0
1110,3502980939600,weiblich,65,allein lebend,ja,2,quoted,Nein,Nein,1,0,0,0,0,35,0,2,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Sonstiges,1.001 Euro bis 1.500 Euro,4,0,0,0,0,0
842,3483163107440,weiblich,54,allein lebend,ja,1,quoted,Nein,Nein,0,0,8,0,5,0,0,2,Nein,6,0,0,0,0,0,8,0,0,Flexibilität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,7,0,0,0,0,0
815,3271294219680,männlich,39,allein lebend,nein,,quoted,Nein,Ja,10,1,0,0,0,0,0,2,Nein,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,3,0,0,0,0,15
656,3829578539200,weiblich,26,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,0,0,0,0,15,2,0,2,Ja,2,0,0,0,0,0,0,5,0,ich kaufe keine Musik,,,5,Bachelor,Studierende/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,10
547,3501773771440,männlich,55,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Ja,Ja,2,2,5,4,0,6,0,1,Ja,6,5,25,0,0,0,0,5,0,Gewohnheit,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,5
712,3564957779680,männlich,60,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,8,0,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Selbständige/r,1.001 Euro bis 1.500 Euro,4,0,0,0,0,0
1806,3669230131200,männlich,50,allein lebend,nein,,quoted,Nein,Nein,1,0,1,0,0,0,0,7,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,0
860,3747514835280,männlich,61,allein lebend,nein,,quoted,Nein,Nein,4,0,2,0,0,0,0,2,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,0
1241,4023648875680,männlich,32,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Nein,2,1,1,0,0,1,0,6,Ja,5,0,0,0,0,0,0,0,0,Soundqualität,,,5,Abitur,Angestellte/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,0
1824,3433309555920,männlich,48,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,1,0,0,0,1,0,0,4,Ja,5,0,0,0,0,0,0,10,0,Gewohnheit,,,5,Abitur,Angestellte/r,3.501 Euro bis 4.000 Euro,6,0,0,0,0,10
962,3536592131680,männlich,46,allein lebend,nein,,quoted,Nein,Ja,10,0,0,0,0,0,0,4,Nein,7,20,0,0,0,0,0,0,0,Gewohnheit,,,5,Abitur,Selbständige/r,1.001 Euro bis 1.500 Euro,3,0,0,0,0,0
997,3650691427680,weiblich,33,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,5,0,0,0,40,10,0,1,Ja,1,0,0,0,0,0,0,15,0,Soundqualität,,,5,Bachelor,Hausmann / Hausfrau,4.001 Euro bis 4.500 Euro,4,0,0,0,0,10
729,3732864179280,weiblich,26,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,3,0,5,0,6,0,0,4,Ja,5,0,0,0,0,0,0,10,0,ich kaufe keine Musik,,,5,Hauptschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,15
587,3258760547920,weiblich,62,allein lebend,nein,,quoted,Nein,Ja,1,0,0,0,0,0,0,3,Nein,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,10
819,4021540019920,männlich,40,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,40,0,2,0,10,20,0,1,Ja,6,0,0,0,0,0,0,10,0,Gewohnheit,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,0,0,0,10
1195,3563927579680,weiblich,48,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,7,4,7,0,14,0,0,1,Ja,7,0,0,0,0,0,0,10,0,Soundqualität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,4,0,0,0,0,25
1042,3457249755600,männlich,28,allein lebend,nein,,quoted,Nein,Nein,10,8,0,2,0,0,0,4,Nein,6,50,0,0,0,0,12,0,0,Soundqualität,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,6,0,0,0,0,15
824,3663369755680,männlich,49,in einer festen Partnerschaft zusammenlebend,ja,3,not quoted,Nein,Ja,20,3,5,1,1,5,2,3,Ja,4,10,0,0,0,10,10,10,0,Soundqualität,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.501 Euro bis 4.000 Euro,4,60,80,25,0,20
708,3404447795920,weiblich,19,allein lebend,nein,,not quoted,Nein,Ja,3,1,5,2,0,0,0,3,Ja,4,30,0,0,0,0,0,15,0,Gewohnheit,,,5,Mittlere Reife / Realschulabschluss,Schüler/in,weniger als 500 Euro,5,0,0,0,0,0
691,3833540219760,männlich,43,in einer festen Partnerschaft zusammenlebend,nein,,not quoted,Nein,Ja,1,1,1,0,4,0,0,3,Nein,6,0,0,0,0,0,0,10,0,Sonstiges,,,5,Fachhochschulreife,Angestellte/r,4.501 Euro bis 5.000 Euro,6,0,0,0,0,20
924,3375415491360,männlich,26,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,14,0,0,2,Ja,6,0,0,0,0,0,0,10,0,ich kaufe keine Musik,,,5,Fachhochschulreife,Studierende/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,0
951,3323958027520,weiblich,39,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,0,2,2,0,0,0,1,Nein,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Bachelor,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,0
1875,3972098427200,männlich,54,allein lebend,nein,,quoted,Nein,Nein,10,0,10,2,0,0,0,2,Ja,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,ohne Beschäftigung,501 Euro bis 1.000 Euro,3,0,0,0,0,0
3511,3373035947520,männlich,60,allein lebend,ja,4,quoted,Nein,Nein,0,0,0,0,20,0,0,1,Nein,1,0,0,0,0,0,0,0,0,Sonstiges,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,501 Euro bis 1.000 Euro,1,0,0,0,0,0
853,3590501899760,männlich,38,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,0,5,2,0,1,0,0,2,Ja,1,0,0,0,0,0,0,10,0,ich kaufe keine Musik,,,5,Fachhochschulreife,Angestellte/r,3.001 Euro bis 3.500 Euro,2,0,0,0,0,10
579,3989085075840,männlich,42,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,1,0,0,0,2,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Sonstiges,weniger als 500 Euro,2,0,0,0,0,0
894,3913828747680,weiblich,52,in einer festen Partnerschaft zusammenlebend,ja,2,not quoted,Nein,Ja,4,2,3,0,0,0,0,4,Nein,4,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Hausmann / Hausfrau,3.001 Euro bis 3.500 Euro,4,0,0,0,0,5
1181,3774185299280,männlich,56,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,2,10,2,0,5,10,3,7,Ja,7,0,0,0,200,0,0,0,0,Gewohnheit,,,5,Bachelor,Selbständige/r,mehr als 5.000 Euro,4,0,0,0,0,10
815,3912451875280,männlich,32,allein lebend,nein,,quoted,Nein,Ja,1,0,0,2,0,0,0,2,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Abitur,Angestellte/r,1.501 Euro bis 2.000 Euro,2,0,0,0,0,10
827,3861936563680,weiblich,33,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,5,0,0,0,3,0,0,1,Ja,1,0,0,0,0,0,0,10,0,ich kaufe keine Musik,,,5,Bachelor,Angestellte/r,3.501 Euro bis 4.000 Euro,2,0,0,0,0,0
375,3271855779680,weiblich,36,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,5,0,2,0,0,0,0,1,Ja,2,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.501 Euro bis 3.000 Euro,3,0,0,0,0,5
1184,3697667731600,weiblich,68,allein lebend,ja,3,quoted,Ja,Nein,3,0,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,,,5,Hauptschulabschluss,Sonstiges,501 Euro bis 1.000 Euro,7,0,0,0,0,0
680,3987108691680,männlich,64,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,5,1,0,6,0,0,0,2,Ja,4,0,0,0,60,0,0,0,0,Gewohnheit,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,3.001 Euro bis 3.500 Euro,1,0,0,0,0,25
943,3422676243600,männlich,65,allein lebend,nein,,quoted,Ja,Nein,1,0,2,0,0,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Sonstiges,,,5,Master / Diplom / Magister / Staatsexamen,Sonstiges,501 Euro bis 1.000 Euro,5,0,0,0,0,5
1135,3570039291680,weiblich,27,allein lebend UND in einer festen Partnerschaft,nein,,quoted,Nein,Nein,3,1,4,1,0,0,0,2,Ja,5,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,1.001 Euro bis 1.500 Euro,5,0,0,0,0,10
790,3569670059920,weiblich,53,in einer festen Partnerschaft zusammenlebend,ja,1,quoted,Nein,Nein,10,0,0,0,0,0,0,2,Ja,6,0,0,0,0,0,0,0,0,Atmosphäre,,,5,Master / Diplom / Magister / Staatsexamen,Selbständige/r,3.001 Euro bis 3.500 Euro,5,0,0,0,0,0
726,3570123283280,weiblich,39,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Ja,Ja,1,0,2,0,2,0,0,1,Nein,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,1,100,0,0,0,0
1191,3754647875440,weiblich,35,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,0,0,0,2,Nein,7,0,0,0,0,0,0,0,0,Sonstiges,,,5,Abitur,ohne Beschäftigung,501 Euro bis 1.000 Euro,6,0,0,0,0,0
361,3725679499840,weiblich,38,in einer festen Partnerschaft zusammenlebend,ja,2,quoted,Nein,Nein,2,2,7,0,0,0,0,4,Ja,5,0,0,0,0,0,0,10,0,Gewohnheit,,,5,Bachelor,Angestellte/r,3.001 Euro bis 3.500 Euro,5,0,0,0,0,10
550,3893850155840,männlich,62,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Nein,5,0,0,0,1,1,0,5,Nein,6,0,0,0,0,15,0,15,0,Atmosphäre,,,5,Promotion,Angestellte/r,4.501 Euro bis 5.000 Euro,5,0,0,0,0,20
963,3935757051600,weiblich,52,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Ja,14,0,0,0,0,5,0,5,Nein,5,30,0,0,0,0,0,0,0,Gewohnheit,,,5,Bachelor,Angestellte/r,mehr als 5.000 Euro,2,0,0,0,0,0
711,3419352123520,weiblich,38,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Ja,3,2,0,0,0,0,0,1,Nein,4,0,0,0,0,0,0,0,0,Sonstiges,,,5,Master / Diplom / Magister / Staatsexamen,Angestellte/r,2.001 Euro bis 2.500 Euro,4,0,0,0,0,15
890,4012461267280,weiblich,18,allein lebend,nein,,quoted,Nein,Ja,3,0,2,1,0,0,0,3,Ja,3,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Schüler/in,weniger als 500 Euro,2,0,0,0,0,0
390,3404591587600,weiblich,29,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,2,0,7,7,7,1,7,1,Ja,6,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Bachelor,Angestellte/r,3.501 Euro bis 4.000 Euro,5,0,0,0,0,0
1344,3806332379200,weiblich,54,in einer festen Partnerschaft zusammenlebend,ja,1,not quoted,Nein,Nein,10,2,2,0,0,2,0,6,Nein,6,20,30,0,0,0,0,0,0,Flexibilität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.001 Euro bis 1.500 Euro,6,0,0,0,0,20
1039,3326655971840,männlich,65,allein lebend,ja,4,quoted,Nein,Nein,21,0,0,0,0,0,0,2,Nein,4,0,0,0,0,0,0,0,0,Gewohnheit,,,5,Master / Diplom / Magister / Staatsexamen,Sonstiges,2.001 Euro bis 2.500 Euro,4,0,0,0,0,20
1053,3935884723680,männlich,48,in einer festen Partnerschaft zusammenlebend,ja,3,quoted,Nein,Nein,2,0,10,2,0,0,0,1,Nein,5,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Abitur,Angestellte/r,4.501 Euro bis 5.000 Euro,4,0,0,0,0,2
967,3892256731360,männlich,29,in einer festen Partnerschaft zusammenlebend,nein,,quoted,Nein,Nein,1,0,1,2,1,0,0,1,Nein,3,0,0,0,0,0,0,0,0,Mobilität,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,2.001 Euro bis 2.500 Euro,6,0,0,0,0,0
1024,3587876707760,männlich,48,allein lebend,nein,,quoted,Nein,Nein,0,0,0,0,0,0,0,1,Nein,1,0,0,0,0,0,0,0,0,ich kaufe keine Musik,,,5,Mittlere Reife / Realschulabschluss,Angestellte/r,1.501 Euro bis 2.000 Euro,5,0,0,0,0,5
